NAME,B01003_001E,B19013_001E,state,county,tract
Census Tract 3418; Harris County; Texas,2224,101438,48,201,341800
Census Tract 3420.01; Harris County; Texas,6608,142332,48,201,342001
Census Tract 3420.02; Harris County; Texas,4069,98906,48,201,342002
Census Tract 3421; Harris County; Texas,4267,86905,48,201,342100
Census Tract 3422; Harris County; Texas,3747,49786,48,201,342200
Census Tract 3423; Harris County; Texas,7491,59891,48,201,342300
Census Tract 3424; Harris County; Texas,3849,76488,48,201,342400
Census Tract 3425; Harris County; Texas,6060,93443,48,201,342500
Census Tract 3427; Harris County; Texas,4756,82689,48,201,342700
Census Tract 3428.01; Harris County; Texas,5362,123994,48,201,342801
Census Tract 3428.02; Harris County; Texas,3345,126806,48,201,342802
Census Tract 3429; Harris County; Texas,6976,97842,48,201,342900
Census Tract 3430; Harris County; Texas,8211,54201,48,201,343000
Census Tract 3431; Harris County; Texas,4048,99435,48,201,343100
Census Tract 3432; Harris County; Texas,5264,137852,48,201,343200
Census Tract 3433.01; Harris County; Texas,4658,94470,48,201,343301
Census Tract 3433.02; Harris County; Texas,4932,97945,48,201,343302
Census Tract 3436.01; Harris County; Texas,1,-666666666,48,201,343601
Census Tract 3436.02; Harris County; Texas,2589,73611,48,201,343602
Census Tract 3437; Harris County; Texas,3850,63679,48,201,343700
Census Tract 3501.01; Harris County; Texas,4568,-666666666,48,201,350101
Census Tract 3501.02; Harris County; Texas,4822,128750,48,201,350102
Census Tract 3501.03; Harris County; Texas,7965,127753,48,201,350103
Census Tract 3501.04; Harris County; Texas,5346,94000,48,201,350104
Census Tract 3502.01; Harris County; Texas,4031,74619,48,201,350201
Census Tract 3502.02; Harris County; Texas,4708,81964,48,201,350202
Census Tract 3503; Harris County; Texas,6260,110893,48,201,350300
Census Tract 3504; Harris County; Texas,6267,85260,48,201,350400
Census Tract 3505; Harris County; Texas,6586,79971,48,201,350500
Census Tract 3506.01; Harris County; Texas,4120,90972,48,201,350601
Census Tract 3506.03; Harris County; Texas,4465,107473,48,201,350603
Census Tract 3506.04; Harris County; Texas,3644,105726,48,201,350604
Census Tract 3507; Harris County; Texas,2087,102386,48,201,350700
Census Tract 3508.01; Harris County; Texas,4797,68309,48,201,350801
Census Tract 3508.03; Harris County; Texas,3096,56845,48,201,350803
Census Tract 3508.04; Harris County; Texas,6453,149980,48,201,350804
Census Tract 4101.01; Harris County; Texas,2065,75750,48,201,410101
Census Tract 4101.02; Harris County; Texas,3912,62276,48,201,410102
Census Tract 4102.01; Harris County; Texas,1806,97844,48,201,410201
Census Tract 4102.02; Harris County; Texas,4303,133117,48,201,410202
Census Tract 4103; Harris County; Texas,3917,102889,48,201,410300
Census Tract 4104.01; Harris County; Texas,3568,135917,48,201,410401
Census Tract 4104.02; Harris County; Texas,2996,168015,48,201,410402
Census Tract 4105.01; Harris County; Texas,1815,130480,48,201,410501
Census Tract 4105.02; Harris County; Texas,3029,142597,48,201,410502
Census Tract 4106.01; Harris County; Texas,3630,96138,48,201,410601
Census Tract 4106.02; Harris County; Texas,2447,95199,48,201,410602
Census Tract 4107.03; Harris County; Texas,2279,80227,48,201,410703
Census Tract 4107.04; Harris County; Texas,1935,71190,48,201,410704
Census Tract 4107.05; Harris County; Texas,1051,-666666666,48,201,410705
Census Tract 4107.06; Harris County; Texas,1566,69277,48,201,410706
Census Tract 4108.01; Harris County; Texas,2536,95298,48,201,410801
Census Tract 4108.02; Harris County; Texas,1433,112143,48,201,410802
Census Tract 4109; Harris County; Texas,3514,105463,48,201,410900
Census Tract 4110.01; Harris County; Texas,2597,122569,48,201,411001
Census Tract 4110.02; Harris County; Texas,1946,97951,48,201,411002
Census Tract 4110.03; Harris County; Texas,1532,102895,48,201,411003
Census Tract 4111; Harris County; Texas,3462,169844,48,201,411100
Census Tract 4112; Harris County; Texas,1738,250001,48,201,411200
Census Tract 4113.01; Harris County; Texas,2252,118206,48,201,411301
Census Tract 4113.02; Harris County; Texas,2333,90183,48,201,411302
Census Tract 4114; Harris County; Texas,2860,250001,48,201,411400
Census Tract 4115.03; Harris County; Texas,3316,118942,48,201,411503
Census Tract 4115.04; Harris County; Texas,2910,117228,48,201,411504
Census Tract 4115.05; Harris County; Texas,2991,99617,48,201,411505
Census Tract 4115.06; Harris County; Texas,2846,127710,48,201,411506
Census Tract 4115.07; Harris County; Texas,2017,82560,48,201,411507
Census Tract 4116; Harris County; Texas,2800,124281,48,201,411600
Census Tract 4117; Harris County; Texas,3607,87431,48,201,411700
Census Tract 4118.01; Harris County; Texas,3653,119267,48,201,411801
Census Tract 4118.02; Harris County; Texas,2188,84500,48,201,411802
Census Tract 4119.01; Harris County; Texas,2173,250001,48,201,411901
Census Tract 4119.02; Harris County; Texas,2221,113289,48,201,411902
Census Tract 4120; Harris County; Texas,3840,217955,48,201,412000
Census Tract 4122.01; Harris County; Texas,2264,155855,48,201,412201
Census Tract 4122.02; Harris County; Texas,3475,155917,48,201,412202
Census Tract 4123; Harris County; Texas,6750,250001,48,201,412300
Census Tract 4124; Harris County; Texas,4495,250001,48,201,412400
Census Tract 4125; Harris County; Texas,1631,193021,48,201,412500
Census Tract 4126; Harris County; Texas,3751,250001,48,201,412600
Census Tract 4127; Harris County; Texas,3145,157500,48,201,412700
Census Tract 4128; Harris County; Texas,5167,250001,48,201,412800
Census Tract 4129.01; Harris County; Texas,2202,87873,48,201,412901
Census Tract 4129.02; Harris County; Texas,3086,70991,48,201,412902
Census Tract 4130; Harris County; Texas,3061,101518,48,201,413000
Census Tract 4131; Harris County; Texas,3200,250001,48,201,413100
Census Tract 4132.03; Harris County; Texas,1919,61852,48,201,413203
Census Tract 4132.04; Harris County; Texas,1040,68194,48,201,413204
Census Tract 4132.05; Harris County; Texas,1541,63046,48,201,413205
Census Tract 4132.06; Harris County; Texas,2725,74625,48,201,413206
Census Tract 4133.01; Harris County; Texas,4830,75250,48,201,413301
Census Tract 4133.02; Harris County; Texas,3749,128056,48,201,413302
Census Tract 4201; Harris County; Texas,2843,55140,48,201,420100
Census Tract 4202; Harris County; Texas,2522,64477,48,201,420200
Census Tract 4203; Harris County; Texas,3666,100013,48,201,420300
Census Tract 4204; Harris County; Texas,3196,94038,48,201,420400
Census Tract 4205; Harris County; Texas,3577,49547,48,201,420500
Census Tract 4206; Harris County; Texas,2311,92279,48,201,420600
Census Tract 4207; Harris County; Texas,2549,205833,48,201,420700
Census Tract 4208; Harris County; Texas,2667,250001,48,201,420800
Census Tract 4209; Harris County; Texas,6018,218587,48,201,420900
Census Tract 4210; Harris County; Texas,2795,158884,48,201,421000
Census Tract 4211.01; Harris County; Texas,2646,57959,48,201,421101
Census Tract 4211.03; Harris County; Texas,1411,39907,48,201,421103
Census Tract 4211.04; Harris County; Texas,4370,42959,48,201,421104
Census Tract 4212.03; Harris County; Texas,2268,40934,48,201,421203
Census Tract 4212.04; Harris County; Texas,3472,41965,48,201,421204
Census Tract 4212.05; Harris County; Texas,2828,33906,48,201,421205
Census Tract 4212.06; Harris County; Texas,2204,29875,48,201,421206
Census Tract 4213.01; Harris County; Texas,3742,40929,48,201,421301
Census Tract 4213.02; Harris County; Texas,5485,54679,48,201,421302
Census Tract 4214.01; Harris County; Texas,3571,40025,48,201,421401
Census Tract 4214.02; Harris County; Texas,3896,34836,48,201,421402
Census Tract 4214.03; Harris County; Texas,4633,32215,48,201,421403
Census Tract 4215.01; Harris County; Texas,4121,35490,48,201,421501
Census Tract 4215.02; Harris County; Texas,2709,47316,48,201,421502
Census Tract 4216.01; Harris County; Texas,3245,34648,48,201,421601
Census Tract 4216.02; Harris County; Texas,2928,44146,48,201,421602
Census Tract 4217; Harris County; Texas,4881,79402,48,201,421700
Census Tract 4218.01; Harris County; Texas,2011,41588,48,201,421801
Census Tract 4218.02; Harris County; Texas,2270,104583,48,201,421802
Census Tract 4219; Harris County; Texas,2954,180200,48,201,421900
Census Tract 4220; Harris County; Texas,2184,125281,48,201,422000
Census Tract 4221; Harris County; Texas,5227,99199,48,201,422100
Census Tract 4222; Harris County; Texas,5231,30518,48,201,422200
Census Tract 4223.02; Harris County; Texas,1950,84861,48,201,422302
Census Tract 4223.03; Harris County; Texas,2912,25714,48,201,422303
Census Tract 4223.04; Harris County; Texas,4580,52882,48,201,422304
Census Tract 4224.03; Harris County; Texas,2449,63627,48,201,422403
Census Tract 4224.04; Harris County; Texas,2424,48239,48,201,422404
Census Tract 4224.05; Harris County; Texas,1649,16366,48,201,422405
Census Tract 4224.06; Harris County; Texas,2657,60750,48,201,422406
Census Tract 4225.01; Harris County; Texas,3372,50305,48,201,422501
Census Tract 4225.02; Harris County; Texas,3786,50633,48,201,422502
Census Tract 4226.01; Harris County; Texas,3150,45357,48,201,422601
Census Tract 4226.02; Harris County; Texas,2330,68359,48,201,422602
Census Tract 4227.01; Harris County; Texas,4698,60909,48,201,422701
Census Tract 4227.02; Harris County; Texas,3150,77222,48,201,422702
Census Tract 4228; Harris County; Texas,4845,52615,48,201,422800
Census Tract 4229; Harris County; Texas,3370,44722,48,201,422900
Census Tract 4230.01; Harris County; Texas,3179,37079,48,201,423001
Census Tract 4230.02; Harris County; Texas,2923,32520,48,201,423002
Census Tract 4231; Harris County; Texas,2913,34753,48,201,423100
Census Tract 4232.01; Harris County; Texas,2723,72107,48,201,423201
Census Tract 4232.03; Harris County; Texas,2152,56719,48,201,423203
Census Tract 4232.04; Harris County; Texas,4084,28960,48,201,423204
Census Tract 4233.01; Harris County; Texas,4897,61979,48,201,423301
Census Tract 4233.03; Harris County; Texas,1191,49329,48,201,423303
Census Tract 4233.04; Harris County; Texas,3486,52958,48,201,423304
Census Tract 4234.01; Harris County; Texas,5085,72581,48,201,423401
Census Tract 4234.02; Harris County; Texas,4333,60246,48,201,423402
Census Tract 4235; Harris County; Texas,2010,95156,48,201,423500
Census Tract 4236; Harris County; Texas,6919,61413,48,201,423600
Census Tract 4301.01; Harris County; Texas,2976,70469,48,201,430101
Census Tract 4301.02; Harris County; Texas,2774,131125,48,201,430102
Census Tract 4302; Harris County; Texas,1437,78250,48,201,430200
Census Tract 4303; Harris County; Texas,4358,250001,48,201,430300
Census Tract 4304; Harris County; Texas,3072,250001,48,201,430400
Census Tract 4305; Harris County; Texas,2047,184609,48,201,430500
Census Tract 4306; Harris County; Texas,3815,250001,48,201,430600
Census Tract 4307; Harris County; Texas,3878,87697,48,201,430700
Census Tract 4308; Harris County; Texas,6846,159196,48,201,430800
Census Tract 4309; Harris County; Texas,5486,84699,48,201,430900
Census Tract 4310.01; Harris County; Texas,2365,126333,48,201,431001
Census Tract 4310.02; Harris County; Texas,3018,103021,48,201,431002
Census Tract 4311.01; Harris County; Texas,4838,60174,48,201,431101
Census Tract 4311.02; Harris County; Texas,4087,60174,48,201,431102
Census Tract 4312.03; Harris County; Texas,2063,48357,48,201,431203
Census Tract 4312.04; Harris County; Texas,3114,77373,48,201,431204
Census Tract 4312.05; Harris County; Texas,3045,43694,48,201,431205
Census Tract 4312.06; Harris County; Texas,1948,69989,48,201,431206
Census Tract 4313.02; Harris County; Texas,4936,124694,48,201,431302
Census Tract 4313.03; Harris County; Texas,1309,50571,48,201,431303
Census Tract 4313.04; Harris County; Texas,2842,57190,48,201,431304
Census Tract 4314.01; Harris County; Texas,2534,81404,48,201,431401
Census Tract 4314.03; Harris County; Texas,1800,98105,48,201,431403
Census Tract 4314.04; Harris County; Texas,2015,71473,48,201,431404
Census Tract 4315.03; Harris County; Texas,2477,109912,48,201,431503
Census Tract 4315.04; Harris County; Texas,2506,140878,48,201,431504
Census Tract 4315.05; Harris County; Texas,1311,113627,48,201,431505
Census Tract 4315.06; Harris County; Texas,2919,88125,48,201,431506
Census Tract 4316; Harris County; Texas,3528,120714,48,201,431600
Census Tract 4317.01; Harris County; Texas,2039,106190,48,201,431701
Census Tract 4317.02; Harris County; Texas,2731,171793,48,201,431702
Census Tract 4318.01; Harris County; Texas,3577,81667,48,201,431801
Census Tract 4318.03; Harris County; Texas,2481,89167,48,201,431803
Census Tract 4318.04; Harris County; Texas,2306,133456,48,201,431804
Census Tract 4319.01; Harris County; Texas,2859,53125,48,201,431901
Census Tract 4319.02; Harris County; Texas,2834,114429,48,201,431902
Census Tract 4320.03; Harris County; Texas,1663,56011,48,201,432003
Census Tract 4320.04; Harris County; Texas,1952,124092,48,201,432004
Census Tract 4320.05; Harris County; Texas,3538,40167,48,201,432005
Census Tract 4320.06; Harris County; Texas,2207,29534,48,201,432006
Census Tract 4321.01; Harris County; Texas,3041,64946,48,201,432101
Census Tract 4321.02; Harris County; Texas,4568,58101,48,201,432102
Census Tract 4322; Harris County; Texas,3238,49620,48,201,432200
Census Tract 4323.01; Harris County; Texas,3691,45104,48,201,432301
Census Tract 4323.02; Harris County; Texas,2064,51750,48,201,432302
Census Tract 4323.03; Harris County; Texas,2703,57194,48,201,432303
Census Tract 4324.01; Harris County; Texas,4147,41337,48,201,432401
Census Tract 4324.02; Harris County; Texas,2890,40625,48,201,432402
Census Tract 4325.01; Harris County; Texas,3332,38631,48,201,432501
Census Tract 4325.02; Harris County; Texas,1922,39637,48,201,432502
Census Tract 4326; Harris County; Texas,2004,78266,48,201,432600
Census Tract 4327.03; Harris County; Texas,1917,77074,48,201,432703
Census Tract 4327.04; Harris County; Texas,1646,46067,48,201,432704
Census Tract 4327.05; Harris County; Texas,5388,35152,48,201,432705
Census Tract 4327.06; Harris County; Texas,1856,31531,48,201,432706
Census Tract 4328.03; Harris County; Texas,2669,42341,48,201,432803
Census Tract 4328.04; Harris County; Texas,2164,60167,48,201,432804
Census Tract 4328.05; Harris County; Texas,2290,37874,48,201,432805
Census Tract 4328.06; Harris County; Texas,4497,34708,48,201,432806
Census Tract 4329.01; Harris County; Texas,3543,42958,48,201,432901
Census Tract 4329.03; Harris County; Texas,1891,45729,48,201,432903
Census Tract 4329.04; Harris County; Texas,3823,60337,48,201,432904
Census Tract 4330.03; Harris County; Texas,5315,45483,48,201,433003
Census Tract 4330.04; Harris County; Texas,2314,35472,48,201,433004
Census Tract 4330.05; Harris County; Texas,2135,46855,48,201,433005
Census Tract 4330.06; Harris County; Texas,2468,38202,48,201,433006
Census Tract 4330.07; Harris County; Texas,1611,40120,48,201,433007
Census Tract 4331; Harris County; Texas,3158,45122,48,201,433100
Census Tract 4332.01; Harris County; Texas,3911,42609,48,201,433201
Census Tract 4332.02; Harris County; Texas,3524,56701,48,201,433202
Census Tract 4333; Harris County; Texas,4576,87917,48,201,433300
Census Tract 4334; Harris County; Texas,4413,46483,48,201,433400
Census Tract 4335.03; Harris County; Texas,2555,45335,48,201,433503
Census Tract 4335.04; Harris County; Texas,3073,33177,48,201,433504
Census Tract 4335.05; Harris County; Texas,2135,32468,48,201,433505
Census Tract 4335.06; Harris County; Texas,1816,37888,48,201,433506
Census Tract 4335.07; Harris County; Texas,2997,35020,48,201,433507
Census Tract 4336.01; Harris County; Texas,2682,44250,48,201,433601
Census Tract 4336.02; Harris County; Texas,4320,47318,48,201,433602
Census Tract 4401.01; Harris County; Texas,2227,35570,48,201,440101
Census Tract 4401.02; Harris County; Texas,4610,69420,48,201,440102
Census Tract 4501; Harris County; Texas,1957,148922,48,201,450100
Census Tract 4502; Harris County; Texas,5955,162115,48,201,450200
Census Tract 4503.01; Harris County; Texas,2595,63125,48,201,450301
Census Tract 4503.02; Harris County; Texas,5203,84639,48,201,450302
Census Tract 4504.01; Harris County; Texas,1894,61343,48,201,450401
Census Tract 4504.02; Harris County; Texas,2169,115074,48,201,450402
Census Tract 4505; Harris County; Texas,3228,143371,48,201,450500
Census Tract 4506; Harris County; Texas,5274,74020,48,201,450600
Census Tract 4507; Harris County; Texas,6479,250001,48,201,450700
Census Tract 4508.01; Harris County; Texas,1914,80234,48,201,450801
Census Tract 4508.03; Harris County; Texas,4747,79386,48,201,450803
Census Tract 4508.04; Harris County; Texas,2550,63644,48,201,450804
Census Tract 4509; Harris County; Texas,2955,72027,48,201,450900
Census Tract 4510.03; Harris County; Texas,4133,48219,48,201,451003
Census Tract 4510.04; Harris County; Texas,2114,65536,48,201,451004
Census Tract 4510.05; Harris County; Texas,2185,37009,48,201,451005
Census Tract 4510.06; Harris County; Texas,2479,101542,48,201,451006
Census Tract 4511; Harris County; Texas,4364,80714,48,201,451100
Census Tract 4512; Harris County; Texas,2536,161648,48,201,451200
Census Tract 4513.01; Harris County; Texas,4258,75609,48,201,451301
Census Tract 4513.02; Harris County; Texas,3311,132791,48,201,451302
Census Tract 4514.01; Harris County; Texas,3352,57846,48,201,451401
Census Tract 4514.04; Harris County; Texas,4099,52192,48,201,451404
Census Tract 4514.05; Harris County; Texas,3176,62990,48,201,451405
Census Tract 4514.06; Harris County; Texas,2395,44021,48,201,451406
Census Tract 4514.07; Harris County; Texas,1573,38808,48,201,451407
Census Tract 4515.01; Harris County; Texas,3452,70229,48,201,451501
Census Tract 4515.02; Harris County; Texas,2564,54324,48,201,451502
Census Tract 4516.03; Harris County; Texas,3721,109728,48,201,451603
Census Tract 4516.04; Harris County; Texas,3568,138571,48,201,451604
Census Tract 4516.05; Harris County; Texas,3507,82999,48,201,451605
Census Tract 4516.06; Harris County; Texas,6578,101179,48,201,451606
Census Tract 4517; Harris County; Texas,4644,44661,48,201,451700
Census Tract 4518; Harris County; Texas,5517,75759,48,201,451800
Census Tract 4519.02; Harris County; Texas,2593,130469,48,201,451902
Census Tract 4519.03; Harris County; Texas,3867,33163,48,201,451903
Census Tract 4519.04; Harris County; Texas,3663,53843,48,201,451904
Census Tract 4520.01; Harris County; Texas,5826,37188,48,201,452001
Census Tract 4520.02; Harris County; Texas,3526,54176,48,201,452002
Census Tract 4521.01; Harris County; Texas,6716,65179,48,201,452101
Census Tract 4521.02; Harris County; Texas,1821,69167,48,201,452102
Census Tract 4521.03; Harris County; Texas,2385,83644,48,201,452103
Census Tract 4522.02; Harris County; Texas,3464,63073,48,201,452202
Census Tract 4522.03; Harris County; Texas,2789,47336,48,201,452203
Census Tract 4522.04; Harris County; Texas,2521,50143,48,201,452204
Census Tract 4523; Harris County; Texas,2357,72418,48,201,452300
Census Tract 4524.01; Harris County; Texas,3010,45617,48,201,452401
Census Tract 4524.02; Harris County; Texas,4005,64816,48,201,452402
Census Tract 4525.01; Harris County; Texas,2611,40883,48,201,452501
Census Tract 4525.02; Harris County; Texas,4733,37807,48,201,452502
Census Tract 4526.01; Harris County; Texas,5457,33120,48,201,452601
Census Tract 4526.02; Harris County; Texas,3157,68257,48,201,452602
Census Tract 4527.01; Harris County; Texas,3839,70337,48,201,452701
Census Tract 4527.02; Harris County; Texas,4372,50755,48,201,452702
Census Tract 4527.03; Harris County; Texas,4220,48893,48,201,452703
Census Tract 4528.01; Harris County; Texas,5272,54282,48,201,452801
Census Tract 4528.02; Harris County; Texas,6467,51723,48,201,452802
Census Tract 4529; Harris County; Texas,4572,59920,48,201,452900
Census Tract 4530.01; Harris County; Texas,3372,71115,48,201,453001
Census Tract 4530.02; Harris County; Texas,5404,59506,48,201,453002
Census Tract 4531; Harris County; Texas,4157,33322,48,201,453100
Census Tract 4532.01; Harris County; Texas,3728,32667,48,201,453201
Census Tract 4532.02; Harris County; Texas,4863,42319,48,201,453202
Census Tract 4533; Harris County; Texas,4589,37017,48,201,453300
Census Tract 4534.01; Harris County; Texas,2953,72572,48,201,453401
Census Tract 4534.03; Harris County; Texas,4112,33427,48,201,453403
Census Tract 4534.04; Harris County; Texas,4353,34312,48,201,453404
Census Tract 4534.05; Harris County; Texas,3389,46071,48,201,453405
Census Tract 4535.01; Harris County; Texas,6415,67928,48,201,453501
Census Tract 4535.02; Harris County; Texas,3454,53990,48,201,453502
Census Tract 4536.01; Harris County; Texas,1604,31694,48,201,453601
Census Tract 4536.03; Harris County; Texas,3472,38989,48,201,453603
Census Tract 4536.04; Harris County; Texas,3754,95076,48,201,453604
Census Tract 4537.01; Harris County; Texas,4468,59650,48,201,453701
Census Tract 4537.02; Harris County; Texas,4226,52858,48,201,453702
Census Tract 4538; Harris County; Texas,3561,60947,48,201,453800
Census Tract 4539.01; Harris County; Texas,5837,80993,48,201,453901
Census Tract 4539.02; Harris County; Texas,3818,48561,48,201,453902
Census Tract 4540; Harris County; Texas,4553,67054,48,201,454000
Census Tract 4541; Harris County; Texas,4011,62295,48,201,454100
Census Tract 4542; Harris County; Texas,4389,75139,48,201,454200
Census Tract 4543.02; Harris County; Texas,5808,71463,48,201,454302
Census Tract 4543.03; Harris County; Texas,4035,66580,48,201,454303
Census Tract 4543.04; Harris County; Texas,6202,63035,48,201,454304
Census Tract 4543.05; Harris County; Texas,3277,67071,48,201,454305
Census Tract 4544; Harris County; Texas,1045,56071,48,201,454400
Census Tract 4545.02; Harris County; Texas,2158,191750,48,201,454502
Census Tract 4545.03; Harris County; Texas,2731,127465,48,201,454503
Census Tract 4545.04; Harris County; Texas,5407,161875,48,201,454504
Census Tract 4545.05; Harris County; Texas,2580,161003,48,201,454505
Census Tract 4546; Harris County; Texas,5830,45802,48,201,454600
Census Tract 4547; Harris County; Texas,7421,136792,48,201,454700
Census Tract 4548.01; Harris County; Texas,4193,70700,48,201,454801
Census Tract 4548.02; Harris County; Texas,4328,90875,48,201,454802
Census Tract 4549.01; Harris County; Texas,2498,133350,48,201,454901
Census Tract 4549.02; Harris County; Texas,8800,101032,48,201,454902
Census Tract 4550; Harris County; Texas,3592,76250,48,201,455000
Census Tract 4551.02; Harris County; Texas,2855,109375,48,201,455102
Census Tract 4551.03; Harris County; Texas,3888,107668,48,201,455103
Census Tract 4551.04; Harris County; Texas,3335,72133,48,201,455104
Census Tract 4552; Harris County; Texas,4261,100607,48,201,455200
Census Tract 4553; Harris County; Texas,14134,70573,48,201,455300
Census Tract 5101; Harris County; Texas,2857,145909,48,201,510100
Census Tract 5102.01; Harris County; Texas,2296,112727,48,201,510201
Census Tract 5102.02; Harris County; Texas,5921,111424,48,201,510202
Census Tract 5103.01; Harris County; Texas,3324,127371,48,201,510301
Census Tract 5103.02; Harris County; Texas,3315,129962,48,201,510302
Census Tract 5104; Harris County; Texas,3580,161810,48,201,510400
Census Tract 5105; Harris County; Texas,5021,137431,48,201,510500
Census Tract 5106.01; Harris County; Texas,3310,125652,48,201,510601
Census Tract 5106.02; Harris County; Texas,4408,169063,48,201,510602
Census Tract 5107.01; Harris County; Texas,2413,80780,48,201,510701
Census Tract 5107.02; Harris County; Texas,2139,246705,48,201,510702
Census Tract 5108.01; Harris County; Texas,4384,128250,48,201,510801
Census Tract 5108.02; Harris County; Texas,2718,224205,48,201,510802
Census Tract 5108.03; Harris County; Texas,2392,110542,48,201,510803
Census Tract 5109.01; Harris County; Texas,6334,218958,48,201,510901
Census Tract 5109.02; Harris County; Texas,5172,126250,48,201,510902
Census Tract 5110.01; Harris County; Texas,3012,81806,48,201,511001
Census Tract 5110.03; Harris County; Texas,2086,76078,48,201,511003
Census Tract 5110.04; Harris County; Texas,1889,78295,48,201,511004
Census Tract 5111; Harris County; Texas,4364,156173,48,201,511100
Census Tract 5112.01; Harris County; Texas,2989,190216,48,201,511201
Census Tract 5112.02; Harris County; Texas,3527,163828,48,201,511202
Census Tract 5113.01; Harris County; Texas,4839,158375,48,201,511301
Census Tract 5113.02; Harris County; Texas,4566,185947,48,201,511302
Census Tract 5114; Harris County; Texas,2757,144917,48,201,511400
Census Tract 5115.01; Harris County; Texas,3377,126071,48,201,511501
Census Tract 5115.02; Harris County; Texas,5378,202175,48,201,511502
Census Tract 5116; Harris County; Texas,3492,89554,48,201,511600
Census Tract 5201; Harris County; Texas,3047,143646,48,201,520100
Census Tract 5202; Harris County; Texas,3030,109363,48,201,520200
Census Tract 5203.01; Harris County; Texas,2438,62917,48,201,520301
Census Tract 5203.02; Harris County; Texas,2513,83234,48,201,520302
Census Tract 5204; Harris County; Texas,3644,40969,48,201,520400
Census Tract 5205.01; Harris County; Texas,4040,43578,48,201,520501
Census Tract 5205.02; Harris County; Texas,4848,50121,48,201,520502
Census Tract 5206.01; Harris County; Texas,2634,42604,48,201,520601
Census Tract 5206.03; Harris County; Texas,2141,41534,48,201,520603
Census Tract 5206.04; Harris County; Texas,3217,78283,48,201,520604
Census Tract 5207; Harris County; Texas,4670,135250,48,201,520700
Census Tract 5210; Harris County; Texas,2221,49483,48,201,521000
Census Tract 5211; Harris County; Texas,2480,34722,48,201,521100
Census Tract 5212.01; Harris County; Texas,1842,58606,48,201,521201
Census Tract 5212.02; Harris County; Texas,3306,56289,48,201,521202
Census Tract 5213; Harris County; Texas,7064,48631,48,201,521300
Census Tract 5214.01; Harris County; Texas,3673,53895,48,201,521401
Census Tract 5214.02; Harris County; Texas,3413,51042,48,201,521402
Census Tract 5215.01; Harris County; Texas,2810,60493,48,201,521501
Census Tract 5215.02; Harris County; Texas,2869,89096,48,201,521502
Census Tract 5216; Harris County; Texas,3196,95921,48,201,521600
Census Tract 5217.01; Harris County; Texas,4673,33479,48,201,521701
Census Tract 5217.02; Harris County; Texas,2925,35281,48,201,521702
Census Tract 5218; Harris County; Texas,4734,69402,48,201,521800
Census Tract 5219; Harris County; Texas,6394,83783,48,201,521900
Census Tract 5220.01; Harris County; Texas,1748,69327,48,201,522001
Census Tract 5220.02; Harris County; Texas,3303,86923,48,201,522002
Census Tract 5221.01; Harris County; Texas,3442,54286,48,201,522101
Census Tract 5221.02; Harris County; Texas,5542,91333,48,201,522102
Census Tract 5222.01; Harris County; Texas,5317,72365,48,201,522201
Census Tract 5222.02; Harris County; Texas,4483,66201,48,201,522202
Census Tract 5223.01; Harris County; Texas,3816,59215,48,201,522301
Census Tract 5223.02; Harris County; Texas,3436,59387,48,201,522302
Census Tract 5224.01; Harris County; Texas,5337,78017,48,201,522401
Census Tract 5224.02; Harris County; Texas,3768,67569,48,201,522402
Census Tract 5225; Harris County; Texas,5317,234297,48,201,522500
Census Tract 5301.01; Harris County; Texas,3174,40149,48,201,530101
Census Tract 5301.02; Harris County; Texas,2862,67860,48,201,530102
Census Tract 5302; Harris County; Texas,3820,140917,48,201,530200
Census Tract 5303; Harris County; Texas,2237,95114,48,201,530300
Census Tract 5304; Harris County; Texas,3341,61077,48,201,530400
Census Tract 5305.01; Harris County; Texas,1692,47561,48,201,530501
Census Tract 5305.02; Harris County; Texas,2205,46731,48,201,530502
Census Tract 5306; Harris County; Texas,3142,68125,48,201,530600
Census Tract 5307.01; Harris County; Texas,1532,19840,48,201,530701
Census Tract 5307.02; Harris County; Texas,4417,36686,48,201,530702
Census Tract 5308; Harris County; Texas,4077,36767,48,201,530800
Census Tract 5309; Harris County; Texas,4467,87176,48,201,530900
Census Tract 5310; Harris County; Texas,4871,160625,48,201,531000
Census Tract 5311; Harris County; Texas,3387,176091,48,201,531100
Census Tract 5312; Harris County; Texas,3599,94375,48,201,531200
Census Tract 5313; Harris County; Texas,4848,59738,48,201,531300
Census Tract 5314; Harris County; Texas,2119,98777,48,201,531400
Census Tract 5315; Harris County; Texas,2542,57500,48,201,531500
Census Tract 5316; Harris County; Texas,2699,147340,48,201,531600
Census Tract 5317; Harris County; Texas,3968,195208,48,201,531700
Census Tract 5318; Harris County; Texas,2913,25000,48,201,531800
Census Tract 5319; Harris County; Texas,6106,40659,48,201,531900
Census Tract 5320.03; Harris County; Texas,3909,34683,48,201,532003
Census Tract 5320.04; Harris County; Texas,5055,35485,48,201,532004
Census Tract 5321.01; Harris County; Texas,4116,66760,48,201,532101
Census Tract 5321.02; Harris County; Texas,3081,37383,48,201,532102
Census Tract 5322; Harris County; Texas,3800,29375,48,201,532200
Census Tract 5323.01; Harris County; Texas,4735,61156,48,201,532301
Census Tract 5323.02; Harris County; Texas,4132,62978,48,201,532302
Census Tract 5324; Harris County; Texas,6299,55947,48,201,532400
