stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id,route_ids,route_names,route_types
29.83233,0,2405,-95.463097,,,,W 43RD ST & RANDON RD,W 43rd St @ Randon Rd,0,2405,,23,23,3
29.870438,0,7324,-95.436106,,,,W MONTGOMERY RD & S VICTORY DR,Montgomery Rd @ Victory Dr,0,7324,,"30,44","30,44",3
29.87226,0,7325,-95.438081,,,,W MONTGOMERY RD & MARJORIE ST,W Montgomery Rd @ Marjorie St,0,7325,,44,44,3
29.874191,0,7326,-95.440142,,,,W MONTGOMERY RD & BECKLEY ST,W Montgomery Rd @ Beckley St,0,7326,,44,44,3
29.87615,0,7327,-95.442148,,,,W MONTGOMERY RD & ESTHER DR,Montgomery Rd @ Esther Dr,0,7327,,44,44,3
29.741263,0,10089,-95.452869,,,,WESTHEIMER RD & KETTERING DR,Westheimer Rd @ Kettering Dr,0,10089,,82,82,3
29.866946,0,7323,-95.43198,,,,W MONTGOMERY RD & DOLLY WRIGHT ST,Montgomery Rd @ Dolly Wright St,0,7323,,"30,44","30,44",3
29.812598,0,10084,-95.545541,,,,HAMMERLY BLVD & GESSNER RD,Hammerly Blvd @ Gessner Rd,0,10084,,58,58,3
29.812767,0,10085,-95.55641,,,,HAMMERLY BLVD & SHADOWDALE DR,Hammerly Blvd @ Shadowdale Dr,0,10085,,58,58,3
29.87769,0,7328,-95.443672,,,,W MONTGOMERY RD & FERGUSON WAY,W Montgomery Rd @ Ferguson Way,0,7328,,44,44,3
29.880586,0,7329,-95.446518,,,,W MONTGOMERY RD & ELLINGTON ST,W Montgomery Rd @ Ellington St,0,7329,,44,44,3
29.812593,0,10082,-95.551037,,,,HAMMERLY BLVD & TRIWAY LN,Hammerly Blvd @ Triway Ln,0,10082,,58,58,3
29.812605,0,10083,-95.547341,,,,HAMMERLY BLVD & TRIWAY LN,Hammerly Blvd @ Triway Ln MB2,0,10083,,58,58,3
29.794958,0,8858,-95.492061,,,,WESTVIEW DR & LYNNVIEW DR,Westview Dr @ Lynnview Dr,0,8858,,72,72,3
29.870856,0,12954,-95.434529,,,,VICTORY DR & VIRGIL ST,Victory Dr @ Virgil St,0,12954,,30,30,3
29.613715,0,12955,-95.404069,,,,ALMEDA GENOA RD & CHISWICK RD,Almeda Genoa Rd @ Chiswick Rd,0,12955,,54,54,3
29.787479,0,12956,-95.299226,,,,WALLISVILLE RD & BOYLES ST,Wallisville Rd @ Boyles St,0,12956,,78,78,3
29.7875,0,12957,-95.296736,,,,WALLISVILLE RD & PORT ST,Wallisville Rd @ Port St,0,12957,,78,78,3
30.00077,0,12950,-95.584521,,,,JONES RD & TOMBALL PKWY,Jones Rd @ Tomball Pkwy,0,12950,,44,44,3
29.996851,0,12951,-95.584151,,,,COMPAQ CENTER DR & LOUETTA RD,Compaq Center Dr @ Louetta Rd,0,12951,,44,44,3
29.801754,0,12952,-95.429784,,,,W 18TH ST & ELLA BLVD,W 18th St @ Ella Blvd,0,12952,,26,26,3
29.801522,0,12953,-95.430426,,,,W 18TH ST & ELLA BLVD,W 18th St @ Ella Blvd,0,12953,,26,26,3
29.787835,0,12958,-95.29188,,,,N WAYSIDE DR & WALLISVILLE RD,N Wayside Dr @ Wallisville Rd,0,12958,,78,78,3
29.787989,0,12959,-95.29153,,,,N WAYSIDE DR & WALLISVILLE RD,N Wayside Dr @ Wallisville Rd,0,12959,,78,78,3
29.796114,0,8851,-95.456993,,,,N POST OAK RD & WESTVIEW DR,Post Oak Rd @ Westview Dr,0,8851,,"58,66,85,89","58,66,85,89",3
29.794312,0,8850,-95.456956,,,,N POST OAK RD & WESTVIEW DR,N Post Oak Rd @ Westview Dr,0,8850,,"58,66,85,89","58,66,85,89",3
29.851938,0,7069,-95.414466,,,,W MONTGOMERY RD & BRINKMAN ST,W Montgomery Rd @ Brinkman St,0,7069,,44,44,3
29.850003,0,7068,-95.412273,,,,W MONTGOMERY RD & N SHEPHERD DR,W Montgomery Rd @ N Shepherd Dr,0,7068,,44,44,3
29.852414,0,7067,-95.415299,,,,W MONTGOMERY RD & BRINKMAN ST,W Montgomery Rd @ Brinkman St,0,7067,,44,44,3
29.794876,0,8857,-95.484255,,,,WESTVIEW DR & WIRT RD,Westview Dr @ Wirt Rd,0,8857,,72,72,3
29.855478,0,7065,-95.418869,,,,W MONTGOMERY RD & DE PRIEST ST,W Montgomery Rd @ De Priest St,0,7065,,44,44,3
29.862887,0,7064,-95.429188,,,,WHEATLEY ST & GRANVILLE DR,Wheatley St @ Granville Dr,0,7064,,30,30,3
29.861128,0,7063,-95.428953,,,,WHEATLEY ST & MELON,Wheatley St @ Melon,0,7063,,30,30,3
29.857549,0,7062,-95.428929,,,,WHEATLEY ST & WILBURFORCE ST,Wheatley St @ Wilburforce St,0,7062,,30,30,3
29.854657,0,7061,-95.42893,,,,WHEATLEY ST & DE SOTO ST,Wheatley St @ De Soto St,0,7061,,30,30,3
29.794676,0,8856,-95.478501,,,,WESTVIEW DR & WOODVINE DR,Westview Dr @ Woodvine Dr,0,8856,,72,72,3
29.794613,0,8855,-95.475515,,,,WESTVIEW DR & ANTOINE DR,Westview Dr @ Antoine Dr,0,8855,,72,72,3
29.68221,0,6961,-95.459427,,,,W LOOP S & BRAESWOOD BLVD,W Loop S @ Braeswood Blvd,0,6961,,49,49,3
29.685444,0,6960,-95.459486,,,,W LOOP S & JACKWOOD ST,W Loop S @ Jackwood St,0,6960,,49,49,3
29.67971,0,6963,-95.467449,,,,N BRAESWOOD BLVD & S RICE AVE,Braeswood Blvd @ S Rice Ave,0,6963,,68,68,3
29.870079,0,12481,-95.391662,,,,LITTLE YORK RD & NORDLING RD,Little York Rd @ Nordling Rd,0,12481,,3,3,3
29.870061,0,12486,-95.375373,,,,LITTLE YORK RD & DOWNEY ST,Little York Rd @ Downey St,0,12486,,3,3,3
29.870264,0,12487,-95.374913,,,,LITTLE YORK RD & DOWNEY ST,Little York Rd @ Downey St,0,12487,,3,3,3
29.86997,0,12484,-95.379669,,,,LITTLE YORK RD & ODONNELL DR,Little York Rd @ Odonnell Dr,0,12484,,3,3,3
29.678627,0,6966,-95.473679,,,,N BRAESWOOD BLVD & MOONLIGHT DR,Braeswood Blvd @ Moonlight Dr,0,6966,,68,68,3
29.676989,0,6969,-95.480759,,,,N BRAESWOOD BLVD & BURDINE ST,Braeswood Blvd @ Burdine St,0,6969,,"32,68","32,68",3
29.677569,0,6968,-95.478725,,,,N BRAESWOOD BLVD & BRAESMONT DR,Braeswood Blvd @ Braesmont Dr,0,6968,,"32,68","32,68",3
29.870111,0,12488,-95.372124,,,,LITTLE YORK RD & BAUMAN RD,Little York Rd @ Bauman Rd,0,12488,,3,3,3
29.761018,0,8155,-95.576401,,,,WILCREST DR & LAKESIDE FOREST LN,Wilcrest Dr @ Lakeside Forest Ln,0,8155,,161,161,3
29.772417,0,8152,-95.575806,,,,WILCREST DR & MEMORIAL DR,Wilcrest Dr @ Memorial Dr,0,8152,,161,161,3
29.815785,0,8621,-95.545358,,,,GESSNER RD & EMNORA LN,Gessner Rd @ Emnora Ln,0,8621,,46,46,3
29.761222,0,8150,-95.57606,,,,WILCREST DR & LAKESIDE FOREST LN,Wilcrest Dr @ Lakeside Forest Ln,0,8150,,161,161,3
29.766471,0,8151,-95.575792,,,,WILCREST DR & INDIAN CREEK RD,Wilcrest Dr @ Indian Creek Rd,0,8151,,161,161,3
29.757592,0,9988,-95.389687,,,,W DALLAS ST & CROCKER,W Dallas St @ Crocker,0,9988,,"40,41","40,41",3
29.803761,0,9989,-95.420112,,,,W 20TH ST & BEALL ST,W 20th St @ Beall St Mb,0,9989,,26,26,3
29.788658,0,9986,-95.387749,,,,STUDEWOOD ST & MERRILL ST,Studewood St @ Merrill St,0,9986,,56,56,3
29.757538,0,9987,-95.386029,,,,W DALLAS ST & TAFT ST,W Dallas St @ Taft St,0,9987,,"40,41","40,41",3
29.803673,0,9984,-95.371083,,,,CAVALCADE ST & BRISTOL ST,Cavalcade St @ Bristol St,0,9984,,26,26,3
29.725018,0,9980,-95.311356,,,,S WAYSIDE DR & LAWNDALE ST,S Wayside Dr @ Lawndale St,0,9980,,28,28,3
29.734589,0,9981,-95.320968,,,,POLK ST & COLLIER ST,Polk St @ Collier St,0,9981,,50,50,3
29.704323,1,11025,-95.403613,,,,TEXAS MEDICAL CENTER TC,Texas Medical Center Transit Center,0,11025,,"10,14,2,27,270,28,292,297,298,4,41,56,60,68,84,87","10,14,2,27,270,28,292,297,298,4,41,56,60,68,84,87",3
29.941198,0,11021,-95.396662,,,,IMPERIAL VALLEY DR & IMPERIAL PLAZA DR,Imperial Valley Dr @ Imperial Plaza,0,11021,,"102,56","102,56",3
29.775681,0,1388,-95.186498,,,,UVALDE RD & VICKSBURG,Uvalde Rd @ Vicksburg,0,1388,,137,137,3
29.778563,0,1389,-95.186569,,,,UVALDE RD & MOBILE ST,Uvalde Rd @ Mobile St,0,1389,,137,137,3
29.836524,0,1384,-95.267235,,,,E HOUSTON RD & FELAND,E Houston Rd @ Feland,0,1384,,97,97,3
29.771834,0,1386,-95.186387,,,,UVALDE RD & EAST FREEWAY,Uvalde Rd @ East Freeway,0,1386,,137,137,3
29.773657,0,1387,-95.186438,,,,UVALDE RD & DULUTH ST,Uvalde Rd @ Duluth St,0,1387,,137,137,3
29.829792,0,1380,-95.269996,,,,E HOUSTON RD & FURRAY RD,E Houston Rd @ Furray Rd,0,1380,,97,97,3
29.831138,0,1381,-95.269983,,,,E HOUSTON RD & LEY RD,E Houston Rd @ Ley Rd,0,1381,,97,97,3
29.833397,0,1382,-95.270074,,,,E HOUSTON RD & GREEN RIVER DR,E Houston Rd @ Green River Dr,0,1382,,97,97,3
29.835293,0,1383,-95.2701,,,,E HOUSTON RD & FLINTRIDGE DR,E Houston Rd @ Flintridge Dr,0,1383,,97,97,3
29.729001,0,5461,-95.4129,,,,GREENBRIAR DR & MILFORD ST,Greenbriar Dr @ Milford St,0,5461,,27,27,3
29.742678,0,11367,-95.378943,,,,ELGIN ST & MILAM ST,Elgin St @ Milam St,0,11367,,9,9,3
29.590178,0,11365,-95.219636,,,,BEAMER RD & SAGEDOWNE LN,Beamer Rd @ Sagedowne Ln,0,11365,,88,88,3
29.627699,0,11362,-95.238321,,,,ALMEDA GENOA RD & MINNESOTA,Almeda Genoa Rd @ Minnesota St,0,11362,,88,88,3
29.627453,0,11361,-95.238649,,,,ALMEDA GENOA RD & MINNESOTA,Almeda Genoa Rd @ Minnesota,0,11361,,88,88,3
29.727168,0,5462,-95.412869,,,,GREENBRIAR DR & BARTLETT ST,Greenbriar Dr @ Bartlett St,0,5462,,27,27,3
29.737482,0,1778,-95.255177,,,,FIDELITY ST & PENNSYLVANIA ST,Fidelity St @ Pennsylvania St,0,1778,,30,30,3
29.766372,0,7596,-95.548168,,,,MEMORIAL DR & TEALWOOD DR,Memorial Dr @ Tealwood Dr,0,7596,,"161,162","161,162",3
29.80859,0,6688,-95.429163,,,,ELLA BLVD & W 25TH ST,Ella Blvd @ W 25th St,0,6688,,30,30,3
29.793673,0,6680,-95.429844,,,,ELLA BLVD & GROVEWOOD LN,Ella Blvd @ Grovewood Ln,0,6680,,30,30,3
29.795403,0,6681,-95.429852,,,,ELLA BLVD & CINDY LN,Ella Blvd @ Cindy Ln,0,6681,,30,30,3
29.797576,0,6682,-95.42989,,,,ELLA BLVD & KURY LN,Ella Blvd @ Kury Ln,0,6682,,30,30,3
29.799121,0,6683,-95.429953,,,,ELLA BLVD & TANNEHILL DR,Ella Blvd @ Tannehill Dr,0,6683,,30,30,3
29.800635,0,6684,-95.42995,,,,ELLA BLVD & WILLOWBY DR,Ella Blvd @ Willowby Dr,0,6684,,30,30,3
29.802271,0,6685,-95.429864,,,,ELLA BLVD & W TC JESTER BLVD,Ella Blvd @ W Tc Jester Blvd,0,6685,,30,30,3
29.804678,0,6686,-95.429067,,,,ELLA BLVD & W 21ST ST,Ella Blvd @ W 21st St,0,6686,,30,30,3
29.806545,0,6687,-95.429106,,,,ELLA BLVD & W 23RD ST,Ella Blvd @ W 23rd St,0,6687,,30,30,3
29.817167,0,2428,-95.432955,,,,W 34TH ST & OAK FOREST DR,W 34th St @ Oak Forest Dr Mb,0,2428,,36,36,3
29.817165,0,2429,-95.429678,,,,W 34TH ST & ELLA BLVD,W 34th St @ Ella Blvd,0,2429,,36,36,3
29.814186,0,2420,-95.450021,,,,SHERWOOD LN & VOLLMER RD,Sherwood Ln @ Vollmer Rd,0,2420,,89,89,3
29.814156,0,2421,-95.452412,,,,SHERWOOD LN & VOLLMER RD,Sherwood Ln @ Vollmer Rd Mb,0,2421,,89,89,3
29.814165,0,2422,-95.454613,,,,SHERWOOD LN & HELBERG RD,Sherwood Ln @ Helberg Rd,0,2422,,89,89,3
29.81414,0,2423,-95.456711,,,,SHERWOOD LN & HELBERG RD,Sherwood Ln @ Helberg Rd Mb,0,2423,,89,89,3
29.814133,0,2424,-95.458781,,,,SHERWOOD LN & MANGUM RD,Sherwood Ln @ Mangum Rd,0,2424,,89,89,3
29.81713,0,2425,-95.444367,,,,W 34TH ST & E TC JESTER BLVD,W 34th St @ E Tc Jester Blvd,0,2425,,36,36,3
29.817134,0,2426,-95.441452,,,,W 34TH ST & PINEY WOODS DR,W 34th St @ Piney Woods Dr,0,2426,,36,36,3
29.817146,0,2427,-95.436554,,,,W 34TH ST & OAK FOREST DR,W 34th St @ Oak Forest Dr,0,2427,,36,36,3
29.715635,0,7848,-95.604842,,,,DAIRY ASHFORD RD & BRANT ROCK DR,Dairy Ashford Rd @ Brant Rock Dr,0,7848,,67,67,3
29.727782,0,7845,-95.605867,,,,DAIRY ASHFORD RD & SKYMEADOW DR,Dairy Ashford Rd @ Skymeadow Dr,0,7845,,"25,67","25,67",3
29.729943,0,7844,-95.605879,,,,DAIRY ASHFORD RD & RICHMOND AVE,Dairy Ashford Rd @ Richmond Ave,0,7844,,67,67,3
29.720081,0,7847,-95.604956,,,,DAIRY ASHFORD RD & ASHFORD POINT DR,Dairy Ashford Rd @ Ashford Point Dr,0,7847,,"25,67","25,67",3
29.724014,0,7846,-95.605031,,,,DAIRY ASHFORD RD & WESTPARK DR,Dairy Ashford Rd @ Westpark Dr,0,7846,,"25,67","25,67",3
29.674358,0,7841,-95.574714,,,,BISSONNET ST & BOONE RD,Bissonnet St @ Boone Rd,0,7841,,65,65,3
29.674518,0,7840,-95.577507,,,,BISSONNET ST & LEAWOOD BLVD,Bissonnet St @ Leawood Blvd,0,7840,,65,65,3
29.733801,0,7843,-95.605953,,,,DAIRY ASHFORD RD & ASHFORD MEADOW DR,Dairy Ashford Rd @ Ashford Meadow D,0,7843,,67,67,3
29.674317,0,7842,-95.56343,,,,BISSONNET ST & BROOKLET DR,Bissonnet St @ Brooklet Dr,0,7842,,65,65,3
29.663143,0,6356,-95.492356,,,,HILLCROFT AVE & BANKSIDE DR,Hillcroft Ave @ Bankside Dr,0,6356,,47,47,3
29.660712,0,6357,-95.492322,,,,HILLCROFT AVE & PORTAL DR,Hillcroft Ave @ Portal Dr,0,6357,,47,47,3
29.668873,0,6354,-95.492375,,,,HILLCROFT AVE & CHEENA DR,Hillcroft Ave @ Cheena Dr,0,6354,,47,47,3
29.666468,0,6355,-95.492413,,,,HILLCROFT AVE & WILLOWBEND BLVD,Hillcroft Ave @ Willowbend Blvd,0,6355,,47,47,3
29.672448,0,6352,-95.492701,,,,HILLCROFT AVE & RUTHERGLENN DR,Hillcroft Ave @ Rutherglenn Dr,0,6352,,47,47,3
29.670349,0,6353,-95.492407,,,,HILLCROFT AVE & YARWELL DR,Hillcroft Ave @ Yarwell Dr,0,6353,,47,47,3
29.676876,0,6350,-95.49376,,,,HILLCROFT AVE & BRAESHEATHER DR,Hillcroft Ave @ Braesheather Dr,0,6350,,47,47,3
29.674768,0,6351,-95.493715,,,,HILLCROFT AVE & BAYOU BRIDGE DR,Hillcroft Ave @ Bayou Bridge Dr,0,6351,,47,47,3
29.657446,0,6358,-95.492226,,,,HILLCROFT AVE & W BELLFORT AVE,Hillcroft Ave @ W Bellfort Ave,0,6358,,47,47,3
29.655511,0,6359,-95.492242,,,,HILLCROFT AVE & MC KNIGHT ST,Hillcroft Ave @ McKnight St,0,6359,,47,47,3
29.833963,0,4898,-95.342881,,,,JENSEN DR & DEAMS,Jensen Dr @ Deams St,0,4898_merged_11814568,,6,6,3
29.721216,0,5466,-95.41281,,,,GREENBRIAR DR & ROBINHOOD ST,Greenbriar Dr @ Robinhood St,0,5466,,27,27,3
29.734488,0,9341,-95.384134,,,,RICHMOND AVE & TRAVIS ST,Richmond Ave @ Travis St,0,9341,,25,25,3
29.702388,0,9614,-95.38546,,,,ALMEDA RD & LOCKETT ST,Almeda Rd @ Lockett St,0,9614,,11,11,3
29.749188,0,9343,-95.373752,,,,MILAM ST & WEBSTER ST,Milam St @ Webster St,0,9343,,82,82,3
29.744726,0,9344,-95.377282,,,,MILAM ST & TUAM ST,Milam St @ Tuam St,0,9344,,82,82,3
29.743041,0,9345,-95.378602,,,,MILAM ST & ELGIN ST,Milam St @ Elgin St,0,9345,,82,82,3
29.69151,0,9610,-95.389183,,,,ALMEDA RD & HEPBURN ST,Almeda Rd @ Hepburn St,0,9610,,11,11,3
29.693707,0,9611,-95.38842,,,,ALMEDA RD & CORDER ST,Almeda Rd @ Corder St,0,9611,,11,11,3
29.671627,0,10167,-95.261747,,,,WINKLER DR & GARLAND DR,Winkler Dr @ Garland Dr,0,10167,,76,76,3
29.792096,0,10164,-95.268596,,,,N LOOP E & WALLISVILLE RD,N Loop E @ Wallisville Rd,0,10164,,97,97,3
29.796915,0,10163,-95.272388,,,,N LOOP E & MC CARTY ST,N Loop E @ McCarty St,0,10163,,97,97,3
29.803902,0,10162,-95.318985,,,,RAND ST & PICKFAIR ST,Rand St @ Pickfair St,0,10162,,3,3,3
29.710099,0,9618,-95.382875,,,,ALMEDA RD & HERMAN PARK CT,Almeda Rd @ Herman Park Ct,0,9618,,11,11,3
29.711852,0,9619,-95.382337,,,,ALMEDA RD & CAMDEN DR,Almeda Rd @ Camden Dr,0,9619,,11,11,3
29.797378,0,12086,-95.456786,,,,N POST OAK RD & HEMPSTEAD HWY,N Post Oak Rd @ Hempstead Hwy,0,12086,,"58,66,85,89","58,66,85,89",3
29.797257,0,12087,-95.456642,,,,N POST OAK RD & HEMPSTEAD HWY,N Post Oak Rd @ Hempstead Hwy,0,12087,,"58,66,85,89","58,66,85,89",3
29.712142,0,12084,-95.398721,,,,JOHN FREEMAN ST & FANNIN ST,John Freeman St @ Fannin St,0,12084,,28,28,3
29.697633,0,4120,-95.41836,,,,BRAESWOOD BLVD & KIRBY DR,Braeswood Blvd @ Kirby Dr,0,4120,,4,4,3
29.803889,0,6073,-95.398245,,,,W 20TH ST & HEIGHTS BLVD,W 20th St @ Heights Blvd,0,6073,,"26,40","26,40",3
29.852682,0,12083,-95.47318,,,,ANTOINE DR & HOUSTON ROSSLYN RD,Antoine Dr @ Houston Rosslyn Rd,0,12083,,85,85,3
29.800677,0,11544,-95.511721,,,,LONG POINT RD & CAMPBELL RD,Long Point Rd @ Campbell Rd Mb,0,11544_merged_11814530,,26,26,3
29.822797,0,12081,-95.561477,,,,KEMPWOOD DR & W SAM HOUSTON PKWY N,Kempwood Dr @ W Sam Houston Pkwy N,0,12081,,36,36,3
29.859578,0,4952,-95.393014,,,,E PARKER RD & DEWVILLE LN,E Parker Rd @ Dewville Ln,0,4952,,96,96,3
29.845421,0,4953,-95.389885,,,,E TIDWELL RD & NORDLING RD,E Tidwell Rd @ Nordling Rd,0,4953,,"45,96","45,96",3
29.724785,0,1608,-95.350735,,,,HOLMAN ST & SCOTT ST,Holman St @ Scott St,0,1608,,9,9,3
29.859571,0,4951,-95.395603,,,,E PARKER RD & MUCKLEROY,E Parker Rd @ Muckleroy St,0,4951,,96,96,3
29.778273,0,3229,-95.35474,,,,LORRAINE ST & GANO,Lorraine St @ Gano,0,3229,,"3,51,52","3,51,52",3
29.77806,0,3228,-95.356043,,,,HOGAN ST & MARION ST,Hogan St @ Marion St,0,3228,,"3,51,52","3,51,52",3
29.776298,0,1979,-95.322738,,,,LYONS AVE & SCHWEIKHARDT ST,Lyons Ave @ Schweikhardt St,0,1979,,11,11,3
29.776321,0,1978,-95.32096,,,,LYONS AVE & SOLO,Lyons Ave @ Solo,0,1978,,11,11,3
29.776839,0,3225,-95.359406,,,,HOGAN ST & CHESTNUT,Hogan St @ Chestnut,0,3225,,"3,51,52,79","3,51,52,79",3
29.776421,0,1976,-95.317619,,,,LYONS AVE & CARROLL OLIVER WAY,Lyons Ave @ Carroll Oliver Way,0,1976,,11,11,3
29.727622,0,1603,-95.358187,,,,HOLMAN ST & BURKETT ST,Holman St @ Burkett St,0,1603,,9,9,3
29.776577,0,1974,-95.311801,,,,LYONS AVE & SHOTWELL ST,Lyons Ave @ Shotwell St,0,1974,,11,11,3
29.726379,0,1605,-95.355829,,,,HOLMAN ST & TIERWESTER ST,Holman St @ Tierwester St,0,1605,,9,9,3
29.776493,0,3220,-95.360753,,,,HOGAN ST & FREEMAN,Hogan St @ Freeman,0,3220,,"3,51,52,79","3,51,52,79",3
29.725361,0,1607,-95.352613,,,,HOLMAN ST & CANFIELD ST,Holman St @ Canfield St,0,1607,,9,9,3
29.723679,0,2160,-95.370281,,,,BLODGETT ST & LIVE OAK ST,Blodgett St @ Live Oak St,0,2160,,25,25,3
29.803854,0,6079,-95.384558,,,,W CAVALCADE ST & MICHAUX ST,W Cavalcade St @ Michaux St,0,6079,,"26,56","26,56",3
29.803845,0,6078,-95.386277,,,,W CAVALCADE ST & NORHILL ST,Cavalcade St @ Norhill St,0,6078,,"26,56","26,56",3
29.714374,0,2848,-95.409785,,,,UNIVERSITY BLVD & MONTCLAIR DR,University Blvd @ Montclair Dr,0,2848,,84,84,3
29.885133,0,2849,-95.299932,,,,HARTWICK RD & HOMESTEAD RD,Hartwick Rd @ Homestead Rd,0,2849,,77,77,3
29.714946,0,2846,-95.424736,,,,UNIVERSITY BLVD & BELMONT,University Blvd @ Belmont,0,2846,,84,84,3
29.715,0,2847,-95.420371,,,,UNIVERSITY BLVD & ANNAPOLIS,University Blvd @ Annapolis,0,2847,,84,84,3
29.753418,0,3320,-95.391906,,,,W GRAY ST & MONTROSE BLVD,W Gray St @ Montrose Blvd,0,3320,,35,35,3
29.711696,0,5477,-95.412564,,,,GREENBRIAR DR & ADDISON RD,Greenbriar Dr @ Addison Rd,0,5477,,27,27,3
29.707937,0,5474,-95.412664,,,,GREENBRIAR DR & MC CLENDON ST,Greenbriar Dr @ McClendon St,0,5474,,27,27,3
29.707745,0,5475,-95.412534,,,,GREENBRIAR DR & MC CLENDON ST,Greenbriar Dr @ McClendon St,0,5475,,27,27,3
29.711942,0,5472,-95.412694,,,,GREENBRIAR DR & ADDISON RD,Greenbriar Dr @ Addison Rd,0,5472,,27,27,3
29.749952,0,3325,-95.3922,,,,MONTROSE BLVD & W DREW ST,Montrose Blvd @ W Drew St,0,3325,,56,56,3
29.7483,0,3326,-95.392149,,,,MONTROSE BLVD & FAIRVIEW ST,Montrose Blvd @ Fairview St,0,3326,,56,56,3
29.746373,0,3327,-95.39201,,,,MONTROSE BLVD & MISSOURI ST,Montrose Blvd @ Missouri St,0,3327,,56,56,3
29.744799,0,3328,-95.39139,,,,MONTROSE BLVD & WESTHEIMER RD,Montrose Blvd @ Westheimer Rd,0,3328,,56,56,3
29.71559,0,5479,-95.412598,,,,GREENBRIAR DR & UNIVERSITY BLVD,Greenbriar Dr @ University Blvd,0,5479,,27,27,3
29.747603,0,326,-95.365743,,,,ST JOSEPH PKWY & LA BRANCH ST,St Joseph Pkwy @ La Branch St,0,326,,"244,247,249","244,247,249",3
29.790757,0,5519,-95.398826,,,,W 11TH ST & YALE ST,W 11th St @ Yale St,0,5519,,30,30,3
29.790759,0,5518,-95.397368,,,,E 11TH ST & HEIGHTS BLVD,E 11th St @ Heights Blvd,0,5518,,30,30,3
29.944228,0,11109,-95.399553,,,,BENMAR DR & CITY VIEW PL,Benmar Dr @ City View Pl,0,11109,,6,6,3
29.790581,0,5511,-95.384164,,,,PECORE ST & MICHAUX ST,Pecore St @ Michaux St,0,5511,,30,30,3
29.790607,0,5510,-95.381663,,,,PECORE ST & JULIAN ST,Pecore St @ Julian St,0,5510,,30,30,3
29.790882,0,5513,-95.388359,,,,E 11TH ST & STUDEWOOD ST,E 11th St @ Studewood St,0,5513,,30,30,3
29.790918,0,5512,-95.385887,,,,E 11TH ST & NORHILL ST,E 11th St @ Norhill St,0,5512,,30,30,3
29.790842,0,5515,-95.39188,,,,E 11TH ST & OXFORD ST,E 11th St @ Oxford St,0,5515,,30,30,3
29.790872,0,5514,-95.389836,,,,E 11TH ST & BEVERLY ST,E 11th St @ Beverly St,0,5514,,30,30,3
29.790808,0,5516,-95.394058,,,,E 11TH ST & ARLINGTON ST,E 11th St @ Arlington St,0,5516,,30,30,3
29.68045,0,3469,-95.338267,,,,MARTIN LUTHER KING BLVD & TARAWA RD,M L King Blvd @ Tarawa Rd,0,3469,,80,80,3
29.776364,0,1977,-95.319357,,,,LYONS AVE & MYSTIC ST,Lyons Ave @ Mystic St,0,1977,,11,11,3
29.71476,0,535,-95.398178,,,,MAIN ST & UNIVERSITY BLVD,Main St @ University Blvd,0,535,,56,56,3
29.713254,0,534,-95.399356,,,,MAIN ST & JOHN FREEMAN ST,Main St @ John Freeman St,0,534,,56,56,3
29.704013,0,533,-95.406657,,,,MAIN ST & PRESSLER ST,Main St @ Pressler St,0,533,,"14,4,41,68","14,4,41,68",3
29.819602,0,530,-95.467301,,,,W 34TH ST & NORTHWEST FREEWAY,W 34th St @ Northwest Freeway,0,530,,36,36,3
29.732856,0,539,-95.436179,,,,RICHMOND AVE & TIMMONS LN,Richmond Ave @ Timmons Ln,0,539,,"25,84","25,84",3
29.678236,0,3468,-95.336412,,,,MARTIN LUTHER KING BLVD & CRESTRIDGE,M L King Blvd @ Crestridg St,0,3468,,80,80,3
29.736915,0,10028,-95.263624,,,,CLINTON DR & N CAROLINA ST,Clinton Dr @ N Carolina St,0,10028,,30,30,3
29.712508,0,3628,-95.458164,,,,BISSONNET ST & WILMINGTON DR,Bissonnet St @ Wilmington Dr,0,3628,,65,65,3
29.753227,0,3296,-95.4021,,,,W GRAY ST & DUNLAVY ST,W Gray St @ Dunlavy St,0,3296,,35,35,3
29.801673,0,6518,-95.445943,,,,W 18TH ST & LOCKSFORD ST,W 18th St @ Locksford St,0,6518,,26,26,3
29.801668,0,6519,-95.447924,,,,W 18TH ST & N LOOP W,W 18th St @ N Loop W,0,6519,,26,26,3
29.8017,0,6516,-95.439941,,,,W 18TH ST & MILLWOOD DR,W 18th St @ Millwood Dr,0,6516,,26,26,3
29.722052,0,1903,-95.346896,,,,CULLEN BLVD & U OF H ENTRANCE 14,Cullen Blvd @ U of H Entrance 14,0,1903,,29,29,3
29.887038,0,10020,-95.330613,,,,HARTLEY RD & BERTRAND ST,Hartley Rd @ Bertrand St,0,10020,,83,83,3
29.691821,0,5130,-95.509728,,,,FONDREN RD & BEECHNUT ST,Fondren Rd @ Beechnut St,0,5130,,63,63,3
29.637153,0,3817,-95.336993,,,,SELINSKY RD & GREYLOG DR,Selinsky Rd @ Greylog Dr,0,3817,,80,80,3
29.637269,0,3818,-95.335731,,,,SELINSKY RD & ELM SPRING DR,Selinsky Rd @ Elm Spring Dr,0,3818,,80,80,3
29.637388,0,3819,-95.334173,,,,SELINSKY RD & CEDARBURG DR,Selinsky Rd @ Cedarburg Dr,0,3819,,80,80,3
